facility_id,measure_id,measure_name,score,footnote,start_date,end_date
220086,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.01,,2023-01-01,2023-12-31
220088,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.96,,2023-01-01,2023-12-31
220090,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.99,,2023-01-01,2023-12-31
220095,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.04,,2023-01-01,2023-12-31
220100,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.97,,2023-01-01,2023-12-31
220101,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.9,,2023-01-01,2023-12-31
220105,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.96,,2023-01-01,2023-12-31
220108,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.94,,2023-01-01,2023-12-31
220110,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.98,,2023-01-01,2023-12-31
220111,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.03,,2023-01-01,2023-12-31
220116,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.03,,2023-01-01,2023-12-31
220119,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.91,,2023-01-01,2023-12-31
220135,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.96,,2023-01-01,2023-12-31
220163,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.03,,2023-01-01,2023-12-31
220171,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.99,,2023-01-01,2023-12-31
220175,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.05,,2023-01-01,2023-12-31
220176,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.99,,2023-01-01,2023-12-31
220177,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.88,,2023-01-01,2023-12-31
230002,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.96,,2023-01-01,2023-12-31
230003,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.84,,2023-01-01,2023-12-31
230005,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.93,,2023-01-01,2023-12-31
230015,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.08,,2023-01-01,2023-12-31
230017,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.92,,2023-01-01,2023-12-31
230019,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.96,,2023-01-01,2023-12-31
230020,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.05,,2023-01-01,2023-12-31
230021,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.93,,2023-01-01,2023-12-31
230022,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.91,,2023-01-01,2023-12-31
230024,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.03,,2023-01-01,2023-12-31
230029,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.98,,2023-01-01,2023-12-31
230030,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.98,,2023-01-01,2023-12-31
230031,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.84,,2023-01-01,2023-12-31
230035,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.85,,2023-01-01,2023-12-31
230036,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.94,,2023-01-01,2023-12-31
230037,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.9,,2023-01-01,2023-12-31
230038,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.96,,2023-01-01,2023-12-31
230041,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.99,,2023-01-01,2023-12-31
230046,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.95,,2023-01-01,2023-12-31
230047,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.0,,2023-01-01,2023-12-31
230053,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.98,,2023-01-01,2023-12-31
230054,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.95,,2023-01-01,2023-12-31
230055,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.94,,2023-01-01,2023-12-31
230058,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.89,,2023-01-01,2023-12-31
230059,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.94,,2023-01-01,2023-12-31
230066,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.94,,2023-01-01,2023-12-31
230069,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.88,,2023-01-01,2023-12-31
230070,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.02,,2023-01-01,2023-12-31
230071,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.13,,2023-01-01,2023-12-31
230072,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.95,,2023-01-01,2023-12-31
230075,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.94,,2023-01-01,2023-12-31
230077,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.0,,2023-01-01,2023-12-31
230080,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.87,,2023-01-01,2023-12-31
230081,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.85,,2023-01-01,2023-12-31
230089,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.88,,2023-01-01,2023-12-31
230092,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.9,,2023-01-01,2023-12-31
230093,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.87,,2023-01-01,2023-12-31
230095,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.93,,2023-01-01,2023-12-31
230097,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.91,,2023-01-01,2023-12-31
230099,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.97,,2023-01-01,2023-12-31
230100,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.9,,2023-01-01,2023-12-31
230104,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.94,,2023-01-01,2023-12-31
230105,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.95,,2023-01-01,2023-12-31
230108,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.86,,2023-01-01,2023-12-31
230110,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.84,,2023-01-01,2023-12-31
230117,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.93,,2023-01-01,2023-12-31
230121,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.88,,2023-01-01,2023-12-31
230130,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.02,,2023-01-01,2023-12-31
230132,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.0,,2023-01-01,2023-12-31
230133,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.92,,2023-01-01,2023-12-31
230141,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.98,,2023-01-01,2023-12-31
230142,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.05,,2023-01-01,2023-12-31
230146,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.02,,2023-01-01,2023-12-31
230151,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.0,,2023-01-01,2023-12-31
230156,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.93,,2023-01-01,2023-12-31
230165,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.0,,2023-01-01,2023-12-31
230167,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.96,,2023-01-01,2023-12-31
230174,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.91,,2023-01-01,2023-12-31
230176,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.99,,2023-01-01,2023-12-31
230180,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.84,,2023-01-01,2023-12-31
230193,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.93,,2023-01-01,2023-12-31
230195,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.05,,2023-01-01,2023-12-31
230197,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.97,,2023-01-01,2023-12-31
230207,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.97,,2023-01-01,2023-12-31
230208,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.88,,2023-01-01,2023-12-31
230216,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.92,,2023-01-01,2023-12-31
230217,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.88,,2023-01-01,2023-12-31
230222,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.95,,2023-01-01,2023-12-31
230227,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.02,,2023-01-01,2023-12-31
230230,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.98,,2023-01-01,2023-12-31
230236,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.95,,2023-01-01,2023-12-31
230239,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.84,,2023-01-01,2023-12-31
230241,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.84,,2023-01-01,2023-12-31
230244,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.03,,2023-01-01,2023-12-31
230254,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.02,,2023-01-01,2023-12-31
230259,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.86,,2023-01-01,2023-12-31
230269,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.97,,2023-01-01,2023-12-31
230270,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.04,,2023-01-01,2023-12-31
230273,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.99,,2023-01-01,2023-12-31
230277,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.97,,2023-01-01,2023-12-31
230279,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.8,,2023-01-01,2023-12-31
230297,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.03,,2023-01-01,2023-12-31
230301,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.97,,2023-01-01,2023-12-31
230302,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.93,,2023-01-01,2023-12-31
230303,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.78,,2023-01-01,2023-12-31
240001,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.94,,2023-01-01,2023-12-31
240002,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.98,,2023-01-01,2023-12-31
240004,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.94,,2023-01-01,2023-12-31
240006,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.81,,2023-01-01,2023-12-31
240010,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.94,,2023-01-01,2023-12-31
240014,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.82,,2023-01-01,2023-12-31
240018,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.9,,2023-01-01,2023-12-31
240019,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.01,,2023-01-01,2023-12-31
240020,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.93,,2023-01-01,2023-12-31
240022,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.9,,2023-01-01,2023-12-31
240030,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.97,,2023-01-01,2023-12-31
240036,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.93,,2023-01-01,2023-12-31
240038,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.95,,2023-01-01,2023-12-31
240040,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.89,,2023-01-01,2023-12-31
240043,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.86,,2023-01-01,2023-12-31
240044,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.99,,2023-01-01,2023-12-31
240047,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.98,,2023-01-01,2023-12-31
240050,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.89,,2023-01-01,2023-12-31
240052,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.92,,2023-01-01,2023-12-31
240053,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.92,,2023-01-01,2023-12-31
240056,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.89,,2023-01-01,2023-12-31
240057,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.97,,2023-01-01,2023-12-31
240064,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.81,,2023-01-01,2023-12-31
240066,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.92,,2023-01-01,2023-12-31
240069,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.9,,2023-01-01,2023-12-31
240071,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.85,,2023-01-01,2023-12-31
240075,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.83,,2023-01-01,2023-12-31
240076,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.88,,2023-01-01,2023-12-31
240078,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.92,,2023-01-01,2023-12-31
240080,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.97,,2023-01-01,2023-12-31
240084,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.98,,2023-01-01,2023-12-31
240088,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.85,,2023-01-01,2023-12-31
240093,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.95,,2023-01-01,2023-12-31
240100,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.88,,2023-01-01,2023-12-31
240101,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.85,,2023-01-01,2023-12-31
240104,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.89,,2023-01-01,2023-12-31
240106,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.95,,2023-01-01,2023-12-31
240115,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.91,,2023-01-01,2023-12-31
240141,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.88,,2023-01-01,2023-12-31
240166,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.91,,2023-01-01,2023-12-31
240187,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.96,,2023-01-01,2023-12-31
240207,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.88,,2023-01-01,2023-12-31
240210,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.92,,2023-01-01,2023-12-31
240213,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.92,,2023-01-01,2023-12-31
240214,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.85,,2023-01-01,2023-12-31
250001,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.02,,2023-01-01,2023-12-31
250002,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.06,,2023-01-01,2023-12-31
250004,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.02,,2023-01-01,2023-12-31
250006,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.01,,2023-01-01,2023-12-31
250007,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.97,,2023-01-01,2023-12-31
250009,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.0,,2023-01-01,2023-12-31
250019,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.14,,2023-01-01,2023-12-31
250020,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.01,,2023-01-01,2023-12-31
250025,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.09,,2023-01-01,2023-12-31
250027,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.93,,2023-01-01,2023-12-31
250031,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.06,,2023-01-01,2023-12-31
250034,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.99,,2023-01-01,2023-12-31
250036,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.98,,2023-01-01,2023-12-31
250038,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.99,,2023-01-01,2023-12-31
250040,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.0,,2023-01-01,2023-12-31
250042,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.0,,2023-01-01,2023-12-31
250043,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.9,,2023-01-01,2023-12-31
250044,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.89,,2023-01-01,2023-12-31
250048,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.05,,2023-01-01,2023-12-31
250049,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.99,,2023-01-01,2023-12-31
250050,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.06,,2023-01-01,2023-12-31
250057,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.98,,2023-01-01,2023-12-31
250058,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.96,,2023-01-01,2023-12-31
250061,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.81,,2023-01-01,2023-12-31
250067,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.96,,2023-01-01,2023-12-31
250069,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.18,,2023-01-01,2023-12-31
250072,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.0,,2023-01-01,2023-12-31
250077,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.99,,2023-01-01,2023-12-31
250078,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.02,,2023-01-01,2023-12-31
250082,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.14,,2023-01-01,2023-12-31
250084,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.22,,2023-01-01,2023-12-31
250085,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.09,,2023-01-01,2023-12-31
250093,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.01,,2023-01-01,2023-12-31
250094,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.99,,2023-01-01,2023-12-31
250095,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.0,,2023-01-01,2023-12-31
250096,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.0,,2023-01-01,2023-12-31
250097,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.03,,2023-01-01,2023-12-31
250099,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.93,,2023-01-01,2023-12-31
250100,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.99,,2023-01-01,2023-12-31
250102,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.07,,2023-01-01,2023-12-31
250104,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.11,,2023-01-01,2023-12-31
250117,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.02,,2023-01-01,2023-12-31
250123,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.01,,2023-01-01,2023-12-31
250124,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.95,,2023-01-01,2023-12-31
250134,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.51,,2023-01-01,2023-12-31
250138,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.06,,2023-01-01,2023-12-31
250141,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.0,,2023-01-01,2023-12-31
250151,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.3,,2023-01-01,2023-12-31
250162,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.92,,2023-01-01,2023-12-31
250167,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.86,,2023-01-01,2023-12-31
250168,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.1,,2023-01-01,2023-12-31
250172,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.93,,2023-01-01,2023-12-31
260001,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.0,,2023-01-01,2023-12-31
260005,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.01,,2023-01-01,2023-12-31
260006,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.02,,2023-01-01,2023-12-31
260009,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.97,,2023-01-01,2023-12-31
260011,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.95,,2023-01-01,2023-12-31
260017,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.98,,2023-01-01,2023-12-31
260020,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.0,,2023-01-01,2023-12-31
260022,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.95,,2023-01-01,2023-12-31
260023,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.98,,2023-01-01,2023-12-31
260024,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.97,,2023-01-01,2023-12-31
260025,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.98,,2023-01-01,2023-12-31
260027,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.06,,2023-01-01,2023-12-31
260032,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.02,,2023-01-01,2023-12-31
260034,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.0,,2023-01-01,2023-12-31
260040,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.96,,2023-01-01,2023-12-31
260048,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.95,,2023-01-01,2023-12-31
260052,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.0,,2023-01-01,2023-12-31
260057,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.03,,2023-01-01,2023-12-31
260059,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.83,,2023-01-01,2023-12-31
260061,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.14,,2023-01-01,2023-12-31
260062,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.01,,2023-01-01,2023-12-31
260065,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.0,,2023-01-01,2023-12-31
260068,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.0,,2023-01-01,2023-12-31
260070,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.93,,2023-01-01,2023-12-31
260074,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.95,,2023-01-01,2023-12-31
260077,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.01,,2023-01-01,2023-12-31
260078,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.9,,2023-01-01,2023-12-31
260081,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.98,,2023-01-01,2023-12-31
260085,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.01,,2023-01-01,2023-12-31
260091,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.0,,2023-01-01,2023-12-31
260094,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.92,,2023-01-01,2023-12-31
260095,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.02,,2023-01-01,2023-12-31
260096,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.03,,2023-01-01,2023-12-31
260097,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.94,,2023-01-01,2023-12-31
260102,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.86,,2023-01-01,2023-12-31
260104,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.06,,2023-01-01,2023-12-31
260105,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.05,,2023-01-01,2023-12-31
260108,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.96,,2023-01-01,2023-12-31
260110,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.99,,2023-01-01,2023-12-31
260113,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.99,,2023-01-01,2023-12-31
260119,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.98,,2023-01-01,2023-12-31
260137,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.03,,2023-01-01,2023-12-31
260138,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.05,,2023-01-01,2023-12-31
260141,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.04,,2023-01-01,2023-12-31
260142,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.81,,2023-01-01,2023-12-31
